sample_id,class,mask_coverage,input_full_RMSE,input_full_MAE,input_full_REL,input_full_δ1.05,input_full_δ1.10,input_full_δ1.25,input_full_n_valid,pred_full_RMSE,pred_full_MAE,pred_full_REL,pred_full_δ1.05,pred_full_δ1.10,pred_full_δ1.25,pred_full_n_valid,input_mask_RMSE,input_mask_MAE,input_mask_REL,input_mask_δ1.05,input_mask_δ1.10,input_mask_δ1.25,input_mask_n_valid,pred_mask_RMSE,pred_mask_MAE,pred_mask_REL,pred_mask_δ1.05,pred_mask_δ1.10,pred_mask_δ1.25,pred_mask_n_valid
000001739,cup-with-waves-train,0.09838867,0.68433094,0.2146035,0.69092834,0.901611328125,0.901611328125,0.901611328125,16384,0.04130788,0.023881797,0.07052123,0.854248046875,0.898681640625,0.9122314453125,16384,2.181693,2.181181,7.022438,0.0,0.0,0.0,1612,0.12483461,0.12111997,0.39994353,0.0,0.0,0.1098014888337469,1612
000003222,stemless-plastic-champagne-glass-train,0.07373047,0.48171806,0.13074312,0.18128803,0.92626953125,0.92626953125,0.92626953125,16384,0.03738358,0.02643054,0.03444662,0.91949462890625,0.9271240234375,1.0,16384,1.7740645,1.7732576,2.4587939,0.0,0.0,0.0,1208,0.118803546,0.117577076,0.16226429,0.0,0.012417218543046357,1.0,1208
000008106,heart-bath-bomb-train,0.030151367,0.3222923,0.055956602,0.087097086,0.9698486328125,0.9698486328125,0.9698486328125,16384,0.03758357,0.03729023,0.050514393,0.43115234375,0.99249267578125,1.0,16384,1.8560789,1.8558562,2.888661,0.0,0.0,0.0,494,0.056218848,0.053979047,0.08329652,0.04048582995951417,0.771255060728745,1.0,494
000009031,stemless-plastic-champagne-glass-train,0.036987305,0.37339893,0.07178621,0.1299037,0.9630126953125,0.9630126953125,0.9630126953125,16384,0.0821598,0.08141862,0.13962093,0.00042724609375,0.1995849609375,0.893310546875,16384,1.9415419,1.9408338,3.512116,0.0,0.0,0.0,606,0.122574955,0.1201233,0.22006598,0.0016501650165016502,0.00825082508250825,0.6402640264026402,606
000002154,stemless-plastic-champagne-glass-train,0.025878906,0.24842677,0.03994161,0.04194899,0.97412109375,0.97412109375,0.97412109375,16384,0.047628235,0.047145635,0.042123932,0.66876220703125,0.99847412109375,1.0,16384,1.5442778,1.5434041,1.6209725,0.0,0.0,0.0,424,0.06838853,0.06565867,0.068378694,0.14858490566037735,0.9740566037735849,1.0,424
000005636,square-plastic-bottle-train,0.03253174,0.35203016,0.06348899,0.11606779,0.96746826171875,0.96746826171875,0.96746826171875,16384,0.033356324,0.032896325,0.045594227,0.560546875,0.98388671875,0.9998779296875,16384,1.9517592,1.9516015,3.5678327,0.0,0.0,0.0,533,0.05412845,0.05323581,0.09711249,0.0075046904315197,0.5534709193245778,1.0,533
000009521,heart-bath-bomb-train,0.018127441,0.2692022,0.0362415,0.07264064,0.98187255859375,0.98187255859375,0.98187255859375,16384,0.03346857,0.031431966,0.05288432,0.4306640625,0.96356201171875,0.99908447265625,16384,1.9994493,1.9992619,4.00722,0.0,0.0,0.0,297,0.10760489,0.10725643,0.21453156,0.0,0.0,0.9797979797979798,297
000007582,square-plastic-bottle-train,0.018127441,0.23784703,0.032013744,0.043814186,0.98187255859375,0.98187255859375,0.98187255859375,16384,0.0609312,0.06076737,0.06372787,0.0150146484375,0.991943359375,1.0,16384,1.7665644,1.7660377,2.417009,0.0,0.0,0.0,297,0.055229582,0.051797,0.07139308,0.21548821548821548,0.8922558922558923,1.0,297
000005059,stemless-plastic-champagne-glass-train,0.009033203,0.057456292,0.0054085255,0.0028675147,0.990966796875,0.990966796875,0.991943359375,16384,0.013370436,0.010809181,0.0053199856,0.99847412109375,0.99993896484375,1.0,16384,0.60452837,0.5987384,0.3174416,0.0,0.0,0.10810810810810811,148,0.07156381,0.06036768,0.032204937,0.8513513513513513,1.0,1.0,148
000001644,flower-bath-bomb-train,0.07141113,0.5286983,0.14127514,0.27137747,0.9285888671875,0.9285888671875,0.9285888671875,16384,0.05604431,0.055239663,0.100844815,0.00152587890625,0.3675537109375,0.99957275390625,16384,1.9784496,1.9783349,3.8002129,0.0,0.0,0.0,1170,0.08266045,0.08093479,0.1560977,0.0008547008547008547,0.09829059829059829,0.9957264957264957,1170
000000425,cup-with-waves-train,0.06878662,0.55131257,0.14456376,0.36858445,0.93121337890625,0.93121337890625,0.93121337890625,16384,0.0397293,0.03897205,0.088087216,0.009521484375,0.64251708984375,0.9947509765625,16384,2.102064,2.1016262,5.358374,0.0,0.0,0.0,1127,0.05823486,0.055231836,0.1437355,0.01064773735581189,0.2732919254658385,0.9263531499556344,1127
000005538,heart-bath-bomb-train,0.020751953,0.26176298,0.037703156,0.05533662,0.979248046875,0.979248046875,0.979248046875,16384,0.04948453,0.049203016,0.06917972,0.07525634765625,0.92083740234375,0.99993896484375,16384,1.8170997,1.8168485,2.666574,0.0,0.0,0.0,340,0.059001874,0.05783051,0.08511075,0.052941176470588235,0.8529411764705882,1.0,340
000005839,square-plastic-bottle-train,0.028320312,0.30057767,0.050548106,0.07150352,0.9716796875,0.9716796875,0.9716796875,16384,0.05123581,0.050256334,0.04622807,0.5911865234375,0.98095703125,0.99932861328125,16384,1.7861079,1.7848711,2.524814,0.0,0.0,0.0,464,0.099820934,0.09336244,0.13412538,0.03017241379310345,0.33189655172413796,0.9762931034482759,464
000000441,square-plastic-bottle-train,0.02368164,0.2463037,0.037886232,0.04227099,0.976318359375,0.976318359375,0.976318359375,16384,0.06692362,0.066652685,0.066071406,0.0162353515625,0.98553466796875,1.0,16384,1.6005344,1.5998145,1.7849687,0.0,0.0,0.0,388,0.04504744,0.042437308,0.047531817,0.595360824742268,0.9974226804123711,1.0,388
000001623,flower-bath-bomb-train,0.13269043,0.80210155,0.2921675,0.98465717,0.8673095703125,0.8673095703125,0.8673095703125,16384,0.03290404,0.028343257,0.08043973,0.1080322265625,0.85955810546875,0.96240234375,16384,2.2019608,2.2018735,7.4207096,0.0,0.0,0.0,2174,0.06954926,0.06781233,0.22641061,0.0,0.0,0.7166513339466422,2174
000005264,heart-bath-bomb-train,0.015686035,0.23024078,0.028830647,0.04372478,0.98431396484375,0.98431396484375,0.98431396484375,16384,0.029304525,0.0284044,0.0365837,0.92193603515625,0.98590087890625,1.0,16384,1.8383393,1.8379818,2.787497,0.0,0.0,0.0,257,0.080804855,0.08018197,0.12166612,0.0,0.10116731517509728,1.0,257
000009185,heart-bath-bomb-train,0.03161621,0.3809903,0.0677416,0.19002739,0.9683837890625,0.9683837890625,0.9683837890625,16384,0.016137697,0.009925103,0.024410788,0.96099853515625,0.96783447265625,0.993408203125,16384,2.1426883,2.1426225,6.010441,0.0,0.0,0.0,518,0.076759696,0.075410835,0.2122935,0.0,0.0,0.7953667953667953,518
000000202,square-plastic-bottle-train,0.04058838,0.30420595,0.06117484,0.062456083,0.95941162109375,0.95941162109375,0.95941162109375,16384,0.021773225,0.017486056,0.013636436,0.97821044921875,0.99066162109375,1.0,16384,1.5099648,1.5072008,1.5387677,0.0,0.0,0.0,665,0.071260855,0.05751072,0.06008758,0.5218045112781955,0.7774436090225564,1.0,665
000001773,heart-bath-bomb-train,0.028564453,0.31160504,0.0526444,0.0807854,0.971435546875,0.971435546875,0.971435546875,16384,0.046265595,0.045777306,0.05338095,0.41412353515625,0.975341796875,0.99993896484375,16384,1.8437053,1.843004,2.8281798,0.0,0.0,0.0,468,0.019944727,0.01842432,0.028157042,0.967948717948718,1.0,1.0,468
000001153,heart-bath-bomb-train,0.023132324,0.27531537,0.041851908,0.06118387,0.97686767578125,0.97686767578125,0.97686767578125,16384,0.04204689,0.041482836,0.049063772,0.5086669921875,0.98687744140625,1.0,16384,1.810176,1.8092393,2.6449513,0.0,0.0,0.0,379,0.07963256,0.07697194,0.113451086,0.021108179419525065,0.45118733509234826,1.0,379
