case,KL_PQ,KL_QP,JS,W1_hist,W1_samples
W1-large_JS-small,0.05206681705641766,1.1056259667666286,0.017909868649252293,1.2719488050414132,1.2715385282688831
JS-large_W1-moderate,1.0289583685178383,1.1401513704453445,0.20131952832854344,0.010028180446953071,0.010042554157393649
