bins,KL_PQ,KL_QP,JS,W1
20,1.0979364204719062,1.5299657416610517,0.2398503749097149,1.179446219028562
50,1.13569481618918,1.8298474356023229,0.24599912955629488,1.1949804135914883
100,1.1463808987408215,2.177099292122652,0.24762386981255463,1.1927031080860186
