N,KL_PQ,KL_QP,JS,W1
200,1.4410108690039478,3.633149132889744,0.27162766060895727,1.2514665506918792
1000,1.298034348790194,2.551349199938602,0.2789977050357696,1.2682488373873484
5000,1.0992760409623712,1.4220763703235677,0.24348339244962225,1.1895782167365032
20000,1.1369332060916735,1.4348725305220968,0.2491730622068794,1.212765314683069
